"code","lastPrice","movementPercentage","close","open","high","low","volume","high52Week","low52Week","tradesValue","numberOfTrades","marketCap","totalBuyOrders","totalBuyVolume","totalSellOrders","totalSellVolume","buySellOrderRatio","buySellVolRatio","mktDepth","companyName","companyDesc","sector","industry","peRatio","eps","peGrowth","debtEquity","pbRatio","beta","dividendAmount","dividendYield","dpsCurrent"
"TIP","2.0","5.26","1.9000","1.95","2.0","1.95","2350","2.2500","0.3000","4667.55","4","52000000","3","57113","7","31832","0.4","1.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1       613     1.89          1       3104       2.0
        1      6500     1.61          1       5000      2.07
        1     50000      1.6          1       5800       2.1
                                      1       7039      2.19
                                      1       5500       2.2
                                      1       5000      2.45
                                      1        389       3.0","TEAMINVEST PRIVATE GROUP LIMITED","Teaminvest Private Group Limited (TIP) is a private equity firm which invests in Australian privately-owned business. The Company invests in businesses from a variety of industries. TIP acquires, manages and ultimately may divest ownership of privately-owned businesses. The company seeks to assist business owners to grow their business and enhance their legacy, mentor the next generation of Australian business leaders and support Australia by providing a missing piece in the Australian business landscape.","Financials","Financial Services","7.49","0.254",,,"0.59","0.89","0.3","1.5","0.029"
"TKL","0.004",,"0.0040","0.0","0.0","0.0","0","0.0110","0.0040","0.0","0","4000000","13","14703320","24","11914148","0.5","1.2","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        5   5373320    0.003          3    1641426     0.004
        4   3280000    0.002          3     405314     0.005
        4   6050000    0.001          5    1437269     0.006
                                      1     200000     0.007
                                      2    1100000     0.008
                                      1      25000     0.011
                                      1     268689     0.013
                                      1     230384     0.014
                                      1     538889     0.018
                                      3    1881204      0.02","TRAKA RESOURCES LIMITED","Traka Resources Limited (TKL) is a minerals exploration company with mining projects in the Musgrave and Ravensthorpe area in Western Australia.","Materials","Materials",,"-0.002",,"0.0","-40.0","0.88",,,
"TKM","0.045","-2.17","0.0460","0.045","0.047","0.044","86896","0.1200","0.0260","3858.316","11","23000000","12","1057456","38","2437188","0.3","0.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1    250000    0.043          1     117390     0.045
        1     50000    0.041          1     100000     0.046
        2    307308     0.04          2     236586     0.048
        1     25000    0.038          1      18392     0.049
        1    150000    0.036          5     382894      0.05
        1     16000    0.033          2     201276     0.052
        2    175000    0.032          1     303030     0.054
        1     33000    0.031          1      59617     0.059
        1     16700     0.03          1      72960     0.061
        1     34448    0.029          1      25000     0.066","TREK METALS LIMITED","Trek Metals Limited (TKM, formerly Zambezi Resources Limited) is a company which operates predominantly in the minerals exploration industry. This comprises exploration and evaluation activities related to the Battery Metals and Gold projects. The Company continues to assess other commercially and economically viable exploration projects.","Materials","Materials",,"-0.011",,"0.8","1.58","0.94",,,
"TLC","4.72","2.16","4.6200","4.61","4.725","4.61","5242907","5.3500","4.3500","24650044.725","8213","10283000000","132","547877","90","495907","1.5","1.1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      2000     4.71          4      64123      4.72
        2     30937      4.7          7      92171      4.73
        6     69118     4.69          4      79155      4.74
        7    140845     4.68          8      62015      4.75
        3     17428     4.67          2       3241      4.76
        4     32699     4.66          2       3841      4.77
       22     17831     4.65          1       3241      4.78
        2      5222     4.64          2       5860      4.79
        3      8014     4.63          6      45746       4.8
        2      6922     4.62          1       3210      4.81","THE LOTTERY CORPORATION LIMITED","The Lottery Corporation is Australia&#39;s leading lottery and Keno operator with a portfolio of high-profile brands and games.","Consumer Discretionary","Consumer Services","26.93","0.167","3.7","962.7","38.82","1.06","6.0","3.8","0.15"
"TLG","0.775","-3.73","0.8050","0.8","0.805","0.765","1459522","2.0000","0.765","1142598.8395","914","306000000","53","415350","74","1185309","0.7","0.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3      3540    0.775          1       5121      0.78
        3     44089     0.77          5      22815     0.785
        2     14429    0.765          1       7836      0.79
        3     15710     0.76          1       1250       0.8
       10     63285     0.75          1      10000      0.82
        3      2888     0.74          1       3105      0.83
        1      1370     0.73          1      16300     0.835
        1      1366    0.725          2       4586      0.86
        1     20000     0.72          1      18181      0.87
        5     43404     0.71          1       1184     0.875","TALGA GROUP LTD"," Talga Resources Ltd (TLG, formerly Talga Resources Ltd) is a battery anode and advanced materials company. The Company develop green battery anode and advanced materials in northern and work with the highest-grade graphite resource in the world at it&#39;s mine and coated anode production facilities, ensuring it&#39;s part of the battery supply chain is clean, ethical and secure.","Materials","Materials",,"-0.12",,"4.2","5.09","0.86",,,
"TLM","0.23",,"0.2300","0.0","0.0","0.0","0","0.2350","0.1200","0.0","0","43000000","56","2225117","15","479746","3.7","4.6","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      2140     0.27          1      34262      0.23
        2     10381     0.25          3     131000      0.24
        1     26297    0.245          2       8150      0.25
        2    168654     0.24          1      10000      0.26
        1     17021    0.235          1      29459      0.27
        1     43478     0.23          1      10000      0.28
        1     40000    0.225          2     225000      0.29
        3     84571     0.22          2      30000       0.3
        1     50000    0.215          2       1875     0.375
        2    138000     0.21","TALISMAN MINING LIMITED","Talisman Mining Limited (ASX: TLM) is an Australian mineral development and exploration company. The Company&#39;s aim is to maximize shareholder value through exploration, discovery and development of complementary opportunities in base and precious metals.","Materials","Materials","575.0","0.0",,"0.8","4.04","0.92","15.63",,
"TLS","3.85","0.52","3.8300","3.81","3.86","3.81","29809341","4.4600","3.7500","114450186.300","8419","44253000000","969","5083689","863","6697837","1.1","0.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        7    197522     3.84         12     349078      3.85
       11    804672     3.83         43     898438      3.86
       19    302592     3.82         28     402133      3.87
       34    220905     3.81         25     352808      3.88
       70    369897      3.8         26     259725      3.89
       28    352830     3.79         66     332928       3.9
       29    198292     3.78         15     173457      3.91
       23    119037     3.77         13      99351      3.92
       38    204719     3.76          6      87430      3.93
      193    726383     3.75         15     124987      3.94","TELSTRA GROUP LIMITED","Telstra Group Limited (TLS, formerly Telstra Corporation Limited) is Australia&#39;s leading telecommunications and technology company, offering a full range of communications services and competing in all telecommunications markets. In Australia the Company provide 18.8 million retail mobile services, 3.8 million retail fixed bundles and standalone data services and 960,000 retail fixed standalone voice services.","Communication Services","Telecommunication Services","18.35","0.227",,"103.0","2.87","0.74","8.5","4.5","0.17"
"TLX","10.01","4.71","9.5600","9.62","10.01","9.51","2370521","12.7900","5.8250","22934623.070","8229","3092000000","137","155744","107","197711","1.3","0.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3      3076     10.0          1        718     10.02
        1       637     9.99          1       5630     10.04
        2      2214     9.98          1       1000     10.05
        1       627     9.97          5      15854     10.06
        1      1115     9.96          1       3000     10.07
        1       698     9.95          2        800     10.08
        1      1887     9.94          1         55      10.1
        2      6890     9.93          2       5600     10.12
        1      2334     9.92          1       1015      10.2
        2      5413     9.91          1        500     10.23","TELIX PHARMACEUTICALS LIMITED","Telix is a global, commercial-stage biopharmaceutical company focused on the development of diagnostic and therapeutic products using targeted radiation. The Company&#39;s deep pipeline for prostate, kidney, brain (glioblastoma), and hematologic cancers, and rare diseases is underpinned by a reliable and secure global supply chain, manufacturing and distribution network.","Health Care","Pharmaceuticals, Biotechnology & Life Sciences",,"-0.335",,"13.1","37.8","1.04",,,
"TMB","0.135","-3.57","0.1400","0.14","0.14","0.135","103","0.3900","0.0840","14.415","4","12000000","22","614508","12","429143","1.8","1.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3     83137     0.13          1       3149      0.14
        2    154847    0.125          1      66666      0.15
        1      7000    0.115          1      25000     0.155
        3     24554     0.11          2      37500      0.16
        2     35394    0.105          2      89516      0.17
        4     75000      0.1          2      69999     0.185
        1     16304    0.092          2     132957      0.19
        1     10988    0.091          1       4356       0.2
        1     55500     0.09                                
        2     37499     0.08","TAMBOURAH METALS LTD","Tambourah Metals Ltd (TMB) is involved in rapid exploration and development of its flagship Tambourah Gold and Lithium project in the Pilbara. The Company has an opportunity for further regional growth through gold and lithium exploration at its Russian Jack and Nullagine projects in the East Pilbara. The Company&#39;s other projects include the Achilles Ni-PGE-Cu-Au in the NE Goldfields and the advanced Cheela Gold project.","Materials","Materials",,"-0.009",,"1.9","1.32","0.87",,,
"TMG","0.011","10.00","0.0100","0.01","0.011","0.01","1097573","0.0450","0.0080","11866.739","9","4000000","19","9013700","16","3366979","1.2","2.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2    868085    0.009          2     251874     0.011
        7   1679256    0.008          5    1725383     0.012
        5    716110    0.007          2     397998     0.013
        1    500000    0.006          1     521616     0.014
        1    250249    0.004          1      50000     0.015
        1   1500000    0.002          1      70400     0.016
        2   3500000    0.001          1      41708     0.024
                                      1      18000     0.028
                                      1     200000      0.03
                                      1      90000      0.05","TRIGG MINERALS LIMITED","Trigg Minerals Limited is an ASX listed exploration and development company focussed on brine-hosted fertiliser minerals that are critical to produce high-nutrient food sources. The Company has 100% ownership of three SOP projects located approximately 170km east of Laverton in Western Australia: the Lake Throssell,  Lake Rason and Lake Yeo  Projects, which collectively comprise around 3,500km2 of strategic tenure located close to energy and transport infrastructure.","Materials","Materials",,"-0.026",,"0.0","1.69","0.91",,,
"TMK","0.009","0.00","0.0090","0.009","0.009","0.009","883535","0.0190","0.0080","7951.815","7","45000000","29","14684257","63","36825592","0.5","0.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        7   3064240    0.008         11    6990635      0.01
       13   8633351    0.007          7    2793379     0.011
        5   1383333    0.006          5    1280323     0.012
        2   1120000    0.005          1      52506     0.013
        1    150000    0.004          5    4548551     0.014
        1    333333    0.003          5    3027222     0.015
                                      4    2214285     0.016
                                      1     171000     0.018
                                      1     498000     0.019
                                      4    2115000      0.02","TMK ENERGY LIMITED","TMK Energy Limited (TMK, formerly Tamaska Oil & Gas Ltd) is an oil and gas exploration company listed on the Australian Stock Exchange.  TMK holds a 100% interest in the Gurvantes XXXV Coal Seam Gas Project location in the South Gobi Basin of Mongolia and holds a 20% interest in the Talisman Depp Project containing the Napoleon Structure located in the Barrow-Dampier sub basin.","Energy","Energy",,"-0.001",,"0.0","11.25","1.15",,,
"TML","0.026",,"0.0260","0.0","0.0","0.0","0","0.0720","0.0210","0.0","0","2000000","6","831199","2","55624","3","14.9","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1     11092    0.028          1       5645     0.031
        1     17185    0.026          1      49979     0.069
        1     13992    0.017                                
        1     38896    0.009                                
        1    250011    0.002                                
        1    500023    0.001","TIMAH RESOURCES LIMITED","Timah Resources Limited (TML) is focused on generating energy to meet the needs of society in a sustainable manner.","Utilities","Utilities",,"-0.008",,"118.0","0.29","2.0",,,
"TMR","0.007",,"0.0070","0.0","0.0","0.0","0","0.0920","0.0050","0.0","0","2000000","59","47149539","21","7785047","2.8","6.1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        4   3458749    0.007          8    2828551     0.008
       16   8489303    0.006          1      13500      0.01
       14   5330405    0.005          1     154761     0.013
       10   6070990    0.004          1     600000     0.015
        5   2599990    0.003          2     695735     0.016
        4   3100001    0.002          1      13336     0.017
        6  18100101    0.001          1     131315     0.019
                                      1    1576657      0.03
                                      1     856192     0.034
                                      1     300000      0.04","TEMPUS RESOURCES LTD","Tempas Resources Ltd (TMR) is an exploration company, established with the purpose of exploring and developing gold, silver, and copper mineral opportunities in the Americas. The company is now focussing on its flagship gold properties in North-central British Columbia, Canada, and its gold/copper properties in Ecuador..","Materials","Materials",,"-0.025",,"0.0","0.15","1.69",,,
"TMS","0.038","2.70","0.0370","0.038","0.039","0.038","2104558","0.0490","0.0230","80073.204","28","28000000","42","16852792","34","4500641","1.2","3.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2    321491    0.038          4     518941     0.039
        3   1348516    0.037          5     721538      0.04
        1    781023    0.036          2     600000     0.041
        2    933398    0.035          3     245000     0.042
        1    100000    0.034          1     400000     0.043
        1    100000    0.033          1     100000     0.044
        1    100000    0.032          1     200000     0.045
        3    184556    0.031          1     200000     0.046
        3    101000     0.03          1     250000     0.048
        4    298619    0.029          2     100000      0.05","TENNANT MINERALS LIMITED","Tennant Minerals NL (TMS) is an exploration and development company with copper-gold projects in the Tennant Creek area of the Northern Territory. The Company&#39;s primary focus is the Barkly and Babbler Copper-Gold Projects, located approximately 45km east of the major copper-gold mineral field of Tennant Creek.The projects are highly prospective high-grade copper-gold deposits, like major deposits such as the Peko deposit, only 20km to the west of the Barkly project, that produced 147,000 tonnes of 4% copper and 414Koz at 10 g/t gold between 1934 and 1981.","Materials","Materials",,"-0.008",,"0.0","8.04","0.88",,,
"TMT","0.24","11.63","0.2150","0.245","0.25","0.23","1453396","0.3900","0.2050","354535.100","88","55000000","29","698895","23","2630462","1.3","0.3","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2     81619     0.24          4     172703     0.245
        2     29347     0.23          2      58187      0.25
        1     50000     0.22          2      58245     0.255
        4     87500    0.215          1       5000     0.265
        3     44761     0.21          1      10750      0.27
        2     57143    0.205          1      27400      0.28
        9     65025      0.2          1      11000     0.285
        1     52500     0.19          1      48143      0.29
        1     54000    0.185          1       8900       0.3
        1      7000    0.175          3    1187290     0.305","TECHNOLOGY METALS AUSTRALIA LIMITED","Technology Metals Australia Limited (TMT) is an ASX-listed company focused on the exploration and development of its flagship, 100 per cent owned Murchison Technology Metals Project (MTMP) located 50km southeast of Meekatharra in the mid-west region of Western Australia. The Company has finalised an Integration Study for the MTMP, bringing in high-grade ore from the satellite Yarrabubba deposit into the central processing hub at Gabanintha.","Materials","Materials",,"-0.009",,"0.0","0.98","0.87",,,
"TMX","0.005",,"0.0050","0.0","0.0","0.0","0","0.0090","0.0030","0.0","0","7000000","35","50659033","36","32849340","1","1.5","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        8   4457941    0.004         16   19462041     0.005
       13  13887092    0.003          6    7109663     0.006
        8  19309000    0.002          9    5353884     0.007
        6  13005000    0.001          2     260000     0.008
                                      1     182223      0.01
                                      1     100000     0.012
                                      1     381529     0.013","TERRAIN MINERALS LIMITED","Terrain Minerals Ltd (?TMX"") is a West Australian based minerals exploration company focused on the world class mineral province, the Eastern Goldfields and Yalgoo mineral fields of Western Australia. The Company is actively looking for opportunities in Africa, South America as well as in other jurisdictions.","Materials","Materials",,"-0.001",,"0.0","1.52","0.89",,,
"TMZ","0.005",,"0.0050","0.0","0.0","0.0","0","0.0240","0.0040","0.0","0","5000000",,,,,,,"","THOMSON RESOURCES LIMITED","Thomson Resources holds a diverse mineral portfolio of projects across gold, silver and tin in New South Wales and Queensland. The Company&#39;s primary focus is on developing its silver focused New England Fold Belt Hub and Spoke consolidation strategy.","Materials","Materials",,"-0.005",,"0.0","0.12","1.0",,,
"TNC","0.11","0.00","0.1100","0.105","0.11","0.105","399330","0.2900","0.1050","43675.035","19","36000000","21","2073547","26","2753669","0.8","0.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        7    286104    0.105          2     215333     0.115
        5     89498      0.1          3     332897     0.125
        1     37000    0.095          4    1148018      0.13
        1    500000     0.09          2     121480     0.135
        1     22500    0.075          2     245653      0.14
        1      7890    0.064          2     104330     0.145
        1     55555     0.05          3     422935      0.15
        1    100000    0.005          1       6728     0.155
        1    175000    0.003          2      58000      0.16
        1    300000    0.002          1      25000      0.18","TRUE NORTH COPPER LIMITED","True North Copper Limited  (TNC, formerly Duke Exploration Limited ) is a copper-cobalt company. Their key projects are Cloncurry Hub and Mt Oxide. ","Materials","Materials",,"-0.148",,"1.4","1.72","1.06",,,
"TNE","14.91","0.88","14.7800","14.9","14.96","14.78","947754","17.1200","12.9800","14112165.665","11346","4813000000","83","105432","65","181211","1.3","0.6","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2     10526    14.91          1       5146     14.95
        1      2213     14.9          3       5486     14.96
        1      1500    14.88          2       5952     14.97
        1      5146    14.86          4      14473     14.98
        1      5237    14.85          5      14705     14.99
        2      6319    14.84          3       7033      15.0
        2      6204    14.83          2       1972     15.01
        3      7065    14.81          2       2446     15.02
        1       500     14.8          1      17200     15.03
        1       340    14.79          3       5354     15.05","TECHNOLOGY ONE LIMITED","Technology One Limited (ASX: TNE) is Australia&#39;s largest enterprise software company and one of Australia&#39;s top 150 ASX-listed companies, with locations across six countries. The Company provide a global SaaS ERP solution that transforms business and makes life simple for our customers. The Company deeply integrated enterprise SaaS solution is available on any device, anywhere and anytime and is incredibly easy to use. ","Information Technology","Software & Services","46.79","0.315","4.83","10.8","15.68","1.13","14.9","1.1","0.195"
"TNY","0.145",,"0.1450","0.0","0.0","0.0","0","0.3400","0.1000","0.0","0","12000000","2","102084","10","189705","0.2","0.5","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      2075     0.12          2      10661      0.15
        1    100009      0.1          1      90481      0.17
                                      2      63748      0.19
                                      5      24815       0.2","TINYBEANS GROUP LTD","Tinybeans Group Pty Ltd (TNY) is a Sydney and New York-based, social media platform focused on enabling families and friends to connect and share moments with each other. The Company innovate and refine its platform to give its users new functionality, provide parenting advice and solutions, and proactively engaging them every day to further grow their database of moments.","Communication Services","Media & Entertainment",,"-0.075",,"0.0","2.07","1.01",,,
"TOEDA","0.48","0.00","0.4800","0.465","0.495","0.465","25757","0.5400","0.4300","12494.28","16","0","25","387739","50","611017","0.5","0.6","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2      4237     0.47          1       1361      0.48
        1     53763    0.465          2      50191      0.49
        2     24352    0.455          2       2990     0.495
        4     56302     0.45          2      18200       0.5
        2     69627     0.43          3      40902     0.505
        1     21808    0.425          4      45542      0.51
        5    122000      0.4          1      25000     0.515
        1      1700    0.395          1      25000      0.52
        1      2500     0.39          2      43960     0.525
        1      1400    0.365          3      30901      0.53","TORO ENERGY LIMITED DEF SET","","","",,"-0.085",,,"2.3391",,,,
"TOK","0.5","0.00","0.5000","0.5","0.5","0.5","15200","0.5550","0.4800","7600.0","5","29000000","6","35988","4","21605","1.5","1.7","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      5000     0.49          1       4800       0.5
        1     10638     0.47          1       3921      0.54
        1      1645     0.46          1      10000      0.55
        1      6000     0.39          1       2884      0.56
        1      2705     0.37                                
        1     10000     0.33","TOLU MINERALS LIMITED.","Tolu Minerals Limited (TOK) is a new exploration company which is focused on listing with three projects in the Papua New Guinea Metallogenic Belt in the Pacific ""Rim of Fire"".","Materials","Materials",,"-0.021",,"17.6","2.63","0.9",,,
"TON","0.022","0.00","0.0220","0.023","0.023","0.022","67456","0.0450","0.0200","1484.772","23","34000000","32","8720016","22","2807380","1.5","3.1","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3    119632    0.022          2     145953     0.023
        5    711465    0.021          4     500889     0.024
        7   1328488     0.02          3     186732     0.025
        3   2402631    0.019          1     401938     0.027
        5    977800    0.018          1     168045     0.028
        1    500000    0.017          2     282500     0.029
        3   1150000    0.016          3     475000      0.03
        1     35000    0.015          1     120000     0.031
        1    300000    0.011          1      20000     0.033
        1     45000     0.01          1      58823     0.035","TRITON MINERALS LTD","Triton Minerals (TON) is an ASX listed mining exploration and development company focused on graphite projects.","Materials","Materials",,"-0.002",,"0.0","1.15","0.89",,,
"TOP","0.5","0.00","0.5000","0.49","0.5","0.49","123548","0.5800","0.4300","61768.52","3","94000000","9","342095","10","382402","0.9","0.9","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1     50525    0.495          2      64959       0.5
        1     19452     0.49          2      65017     0.505
        2     37041     0.48          1      76833      0.51
        2    105788    0.475          1      38175     0.515
        1     38000     0.46          1     100000      0.52
        2     91289     0.42          1      10000      0.61
                                      1      26495      0.69
                                      1        923      0.73","THORNEY OPPORTUNITIES LTD","Thorney Opportunities Ltd [TOP] is an investment company listed on the Australian Securities Exchange. The Company concentrates on producing absolute returns for shareholders over the medium to long term. Its primary focus is on the careful selection of investments which enable it to be a constructive catalyst towards unlocking the value in the companies that it identifies Its principal activity is making investments in listed and unlisted securities.","Financials","Real Estate","8.87","0.056",,,"0.71",,"1.45","5.0","0.025"
"TOR","0.225","2.27","0.2200","0.22","0.235","0.21","1411650","0.4350","0.0910","308104.035","120","29000000","63","6878890","22","634266","2.9","10.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        4    371195     0.21          1      19999     0.225
        7    709878    0.205          3     211445      0.23
        6    313000      0.2          4      49427     0.235
        4    530000    0.195          3     113879      0.24
        7    516289     0.19          2      15000     0.245
        2    100500    0.185          2      30000      0.25
        5    390555     0.18          1      51516     0.255
        3    255714    0.175          1      30000      0.26
        3    405882     0.17          1       5000      0.27
        1     72727    0.165          1       8000      0.29","TORQUE METALS LIMITED..","Torque Metals Limited (ASX:TOR) is a gold exploration company which listed on the Australian Stock Exchange on 25 June 2021. Torque holds two high-grade gold deposits in Western Australia and intends to hold a balanced portfolio of assets from greenfields to advanced stages in the exploration cycle. Its key projects are the wholly owned Paris Gold Project in the WA Goldfields, and the Bullfinch Gold Project near Southern Cross.","Materials","Materials",,"-0.022",,"0.4","1.97","0.87",,,
"TOT","0.505","-0.98","0.5100","0.52","0.52","0.505","128179","0.8400","0.4850","65348.615","22","74000000","20","249262","13","135989","1.5","1.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        2     15135    0.505          1       6499      0.52
        5     39496      0.5          1       4952     0.525
        3     66962     0.49          1      17100      0.53
        5     79995    0.485          1      11322     0.535
        1      1090     0.48          1      25000      0.54
        2     36084    0.465          1      30000     0.545
        1       500      0.4          3      14766      0.56
        1     10000     0.28          1       1300      0.57
                                      1        699      0.61
                                      1      13351      0.72","360 CAPITAL REIT","360 Capital REIT (TOT, formerly 360 Capital Total Return Fund) is a real estate-based investment fund that concentrates on selective and disciplined investments in various forms of Australian real estate assets. The responsible entity of the fund is 360 Capital FM Limited.","Real Estate","Equity Real Estate Investment Trusts (REITs)","8.02","0.064",,,"0.56","0.8","1.5","11.8","0.06"
"TOU","0.03",,"0.0300","0.0","0.0","0.0","0","0.0440","0.0260","0.0","0","31000000","13","2644011","5","797202","2.6","3.3","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      3600    0.029          2     236000     0.035
        2    984393    0.028          2     530000      0.04
        1     50000    0.027          1      31202     0.045
        3    612407    0.026                                
        1    500000    0.025                                
        1     10421    0.024                                
        1    160000    0.023                                
        1     22730    0.022                                
        1    255000    0.017                                
        1     45460    0.011","TLOU ENERGY LIMITED"," Tlou Energy Limited (TOU) is developing power solutions for Botswana through gas-fired power and other projects. The 100% owned and operated Lesedi Power Project is the Company&#39;s most advanced development. Located in central Botswana, Lesedi has independently certified gas reserves, a production licence and all key government approvals in place to commence development.","Energy","Energy",,"-0.005",,"17.4","0.53","1.22",,,
"TOY","0.012","9.09","0.0110","0.012","0.012","0.011","2586160","0.0390","0.0060","30933.920","80","11000000","53","17690037","41","12283314","1.3","1.4","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3    706106    0.012          7    2874574     0.013
        5   1304779    0.011          8    2902896     0.014
       21   3597131     0.01         10    2999185     0.015
        9   2118555    0.009          4     646279     0.016
        5    807503    0.008          2     101200     0.017
        2   1014285    0.007          1      30000     0.018
        2    141674    0.006          1     500000     0.019
        2   5000000    0.005          2     954617      0.02
        4   3000004    0.001          1      80000     0.021
                                      2     155909     0.022","TOYS&#39;R&#39;US ANZ LIMITED","Toys&#39;R&#39;Us ANZ Limited (TOY, formerly Funtastic Limited) is an Australian based listed company with a mission to enrich the lives of people by encouraging exploration, creativity and living life more fully through the enjoyment of hobbies and toys. In addition to distributing products throughout Australia for its partners, TOY&#39;s owns a number of its own products and distributes these globally.","Consumer Discretionary","Consumer Discretionary Distribution & Retail",,"-0.016",,"1612.0","6.11","2.0",,,
"TPC","8.8","-1.68","8.9500","9.0","9.0","8.8","1866","9.3800","2.5000","16781.25","4","102000000","9","4693","5","3136","1.8","1.5","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1       498     8.02          1        310       8.8
        1       249     8.01          1        176       9.0
        1       200      7.4          1        400       9.2
        1        75      7.2          1       1000      9.78
        1       432     6.93          1       1250      13.1
        1       154      5.1                                
        2      1002      5.0                                
        1      2083      4.8","TPC CONSOLIDATED LIMITED","TPC Consolidated Limited (TPC, formerly TEL.Pacific Limited) provides retail electricity and gas services to residential and business customer and pre-paid mobile and related services in Australia. TPC&#39;s core business centres around the Mobile Real Time Monitoring platform which is an intelligent network connected to a leading mobile network. ","Utilities","Utilities","6.04","1.481",,"10.7","3.12","0.5","30.0","4.5","0.4"
"TPD","0.205","-2.38","0.2100","0.205","0.207","0.2","504921","0.2300","0.1400","103112.041","255","137000000","13","1033888","61","5277060","0.2","0.2","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        1      8492    0.205         13     634730      0.21
        1     21500      0.2          3     143383     0.215
        1    150000     0.19         11     908264      0.22
        1     12000    0.185          3     208900     0.225
        4    381211     0.18         12    1986752      0.23
        2    142685    0.175          3     239555     0.235
        1     58000     0.17          3     208778      0.24
        1     10000     0.16          3     425000     0.245
        1    250000     0.14          4     246333      0.25
                                      2     113253      0.26","TALON ENERGY LTD","Talon Energy (TPD) is an oil and gas explorer, poised for near-term exponential growth, and focused on delivering long term shareholder value, via its balanced portfolio of diversified assets in Australia and Mongolia.","Energy","Energy",,"-0.031",,"0.0","4.09","1.15",,,
"TPG","4.82","0.42","4.8000","4.85","4.85","4.79","921867","5.7200","4.4950","4442481.750","2941","8925000000","107","227599","116","287562","0.9","0.8","buyNum buyVol buyPrice sellNum sellVol sellPrice
--------- --------- -------- ---------- ---------- ---------
        3      7097     4.82          2       5329      4.84
        3     20235     4.81          6      11811      4.85
        5     18253      4.8          4      16668      4.86
        3      5489     4.79          5      16926      4.87
        1        41     4.77          2       8080      4.88
        2      1064     4.76          1        670      4.89
        2     10736     4.75          3       6330       4.9
        1      2118     4.72          1       4160      4.91
        1      4800     4.71          1       1000      4.98
        7      6928      4.7          1       5010      4.99","TPG TELECOM LIMITED.","TPG Telecom Limited (TPG) provides telecommunications services to consumer, business, enterprise, government, and wholesale customers in Australia. The Group markets its services through multiple brands including Vodafone, TPG, iiNet, AAPT, Internode, Lebara and felix.","Communication Services","Telecommunication Services","33.74","0.276",,"47.5","0.75","0.61","9.0","3.8","0.18"
